route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
1110,3,6867625,City College,0,806,135642
1110,3,6867624,City College,0,809,135642
1110,3,6867623,City College,0,815,135642
1110,3,6867622,City College,0,802,135642
1110,3,6867621,City College,0,811,135642
1110,3,6867620,City College,0,819,135642
1110,3,6867619,City College,0,803,135642
1110,3,6867618,City College,0,816,135642
1110,3,6867617,City College,0,804,135642
1110,3,6867616,City College,0,805,135642
1110,3,6867615,City College,0,817,135642
1110,3,6867614,City College,0,807,135642
1110,3,6867613,City College,0,808,135642
1110,3,6867612,City College,0,818,135642
1110,3,6867611,City College,0,810,135642
1110,3,6867610,City College,0,812,135642
1110,3,6867609,City College,0,813,135642
1110,3,6867608,City College,0,820,135642
1110,3,6867607,City College,0,814,135642
1110,3,6867606,City College,0,806,135642
1110,3,6867605,City College,0,801,135642
1110,3,6867604,City College,0,809,135642
1110,3,6867603,City College,0,815,135642
1110,3,6867602,City College,0,802,135642
1110,3,6867601,City College,0,811,135642
1110,3,6867600,City College,0,819,135642
1110,3,6867599,City College,0,803,135642
1110,3,6867598,City College,0,816,135642
1110,3,6867597,City College,0,804,135642
1110,3,6867596,City College,0,805,135642
1110,3,6867595,City College,0,817,135642
1110,3,6867594,City College,0,807,135642
1110,3,6867593,City College,0,808,135642
1110,3,6867592,City College,0,818,135642
1110,3,6867591,City College,0,810,135642
1110,3,6867590,City College,0,812,135642
1110,3,6867589,City College,0,813,135642
1110,2,6867344,City College,0,820,135642
1110,2,6867343,City College,0,814,135642
1110,2,6867342,City College,0,806,135642
1110,2,6867341,City College,0,801,135642
1110,2,6867340,City College,0,809,135642
1110,2,6867339,City College,0,821,135642
1110,2,6867338,City College,0,815,135642
1110,2,6867337,City College,0,802,135642
1110,2,6867336,City College,0,811,135642
1110,2,6867335,City College,0,819,135642
1110,2,6867334,City College,0,803,135642
1110,2,6867333,City College,0,816,135642
1110,2,6867332,City College,0,804,135642
1110,2,6867331,City College,0,805,135642
1110,3,6867580,City College,0,811,135642
1110,3,6867579,City College,0,819,135642
1110,3,6867578,City College,0,803,135642
1110,3,6867577,City College,0,816,135642
1110,3,6867576,City College,0,804,135642
1110,3,6867575,City College,0,805,135642
1110,3,6867574,City College,0,817,135642
1110,3,6867573,City College,0,807,135642
1110,3,6867572,City College,0,808,135642
1110,3,6867571,City College,0,818,135642
1110,3,6867570,City College,0,810,135642
1110,3,6867569,City College,0,812,135642
1110,3,6867568,City College,0,813,135642
1110,3,6867567,City College,0,820,135642
1110,3,6867566,City College,0,814,135642
1110,3,6867565,City College,0,806,135642
1110,3,6867564,City College,0,801,135642
1110,3,6867563,City College,0,809,135642
1110,3,6867562,City College,0,821,135642
1110,3,6867561,City College,0,815,135642
1110,3,6867560,City College,0,802,135642
1110,3,6867559,City College,0,811,135642
1110,3,6867558,City College,0,819,135642
1110,3,6867557,City College,0,803,135642
1110,3,6867556,City College,0,816,135642
1110,3,6867555,City College,0,804,135642
1110,3,6867554,City College,0,805,135642
1110,3,6867553,City College,0,817,135642
1110,3,6867552,City College,0,807,135642
1110,3,6867551,City College,0,808,135642
1110,3,6867550,City College,0,818,135642
1110,3,6867549,City College,0,810,135642
1110,3,6867548,City College,0,812,135642
1110,3,6867547,City College,0,813,135642
1110,3,6867546,City College,0,820,135642
1110,3,6867545,City College,0,814,135642
1110,3,6867544,City College,0,806,135642
1110,3,6867543,City College,0,801,135642
1110,3,6867542,City College,0,809,135642
1110,3,6867541,City College,0,821,135642
1110,3,6867540,City College,0,811,135642
1110,3,6867539,City College,0,819,135642
1110,3,6867538,City College,0,803,135642
1110,3,6867537,City College,0,805,135642
1110,3,6867536,City College,0,807,135642
1110,3,6867535,City College,0,808,135642
1110,3,6867534,City College,0,810,135642
1110,3,6867533,City College,0,812,135642
1110,3,6867532,City College,0,820,135642
1110,3,6867531,City College,0,801,135642
1110,2,6867280,City College,0,812,135642
1110,2,6867279,City College,0,820,135642
1110,2,6867278,City College,0,801,135642
1110,2,6867277,City College,0,821,135642
1110,2,6867276,City College,0,811,135642
1110,2,6867275,City College,0,803,135642
1110,2,6867274,City College,0,805,135642
1110,2,6867273,City College,0,807,135642
1110,1,6867024,City College,0,823,135642
1110,1,6867023,City College,0,806,135642
1110,1,6867022,City College,0,805,135642
1110,1,6867021,City College,0,821,135642
1110,1,6867020,City College,0,802,135642
1110,1,6867019,City College,0,818,135642
1110,2,6867394,City College,0,806,135642
1110,2,6867393,City College,0,809,135642
1110,2,6867392,City College,0,802,135642
1110,2,6867391,City College,0,811,135642
1110,2,6867390,City College,0,803,135642
1110,2,6867389,City College,0,804,135642
1110,2,6867388,City College,0,805,135642
1110,2,6867387,City College,0,807,135642
1110,2,6867386,City College,0,808,135642
1110,2,6867385,City College,0,810,135642
1110,2,6867384,City College,0,812,135642
1110,2,6867383,City College,0,813,135642
1110,2,6867382,City College,0,814,135642
1110,2,6867381,City College,0,806,135642
1110,2,6867380,City College,0,809,135642
1110,2,6867379,City College,0,815,135642
1110,2,6867378,City College,0,802,135642
1110,2,6867377,City College,0,811,135642
1110,2,6867376,City College,0,819,135642
1110,2,6867375,City College,0,803,135642
1110,2,6867374,City College,0,816,135642
1110,2,6867373,City College,0,804,135642
1110,2,6867372,City College,0,805,135642
1110,2,6867371,City College,0,817,135642
1110,2,6867370,City College,0,807,135642
1110,2,6867369,City College,0,808,135642
1110,2,6867368,City College,0,818,135642
1110,2,6867367,City College,0,810,135642
1110,2,6867366,City College,0,812,135642
1110,2,6867365,City College,0,813,135642
1110,2,6867364,City College,0,820,135642
1110,2,6867363,City College,0,814,135642
1110,2,6867362,City College,0,806,135642
1110,2,6867361,City College,0,801,135642
1110,2,6867360,City College,0,809,135642
1110,2,6867359,City College,0,815,135642
1110,2,6867358,City College,0,802,135642
1110,2,6867357,City College,0,811,135642
1110,2,6867356,City College,0,819,135642
1110,2,6867355,City College,0,803,135642
1110,2,6867354,City College,0,816,135642
1110,2,6867353,City College,0,804,135642
1110,2,6867352,City College,0,805,135642
1110,2,6867351,City College,0,817,135642
1110,2,6867350,City College,0,807,135642
1110,2,6867349,City College,0,808,135642
1110,2,6867348,City College,0,818,135642
1110,2,6867347,City College,0,810,135642
1110,2,6867346,City College,0,812,135642
1110,2,6867345,City College,0,813,135642
1110,1,6866967,City College,0,801,135642
1110,1,6866966,City College,0,807,135642
1110,1,6866965,City College,0,802,135642
1110,1,6866964,City College,0,803,135642
1110,1,6866963,City College,0,811,135642
1110,1,6866962,City College,0,805,135642
1110,1,6866961,City College,0,806,135642
1110,1,6866960,City College,0,814,135642
1110,1,6866959,City College,0,808,135642
1110,1,6866958,City College,0,809,135642
1110,1,6866957,City College,0,817,135642
1110,1,6866956,City College,0,810,135642
1110,1,6866955,City College,0,812,135642
1110,1,6866954,City College,0,813,135642
1110,2,6867330,City College,0,817,135642
1110,2,6867329,City College,0,807,135642
